lead_id,listing_id,agent_id,agent_name,agency,property_type,bedrooms,community,emirate,listing_price,lead_source,lead_status,lead_date,buyer_name
LED0666,LST0288,AGT008,Tom Reynolds,Knight Frank,Townhouse,0,Al Reem Island,Abu Dhabi,3043000.0,PropertyFinder,New,2026-01-12,Buyer_0666
LED0667,LST0178,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,1,Al Reem Island,Abu Dhabi,4256000.0,Referral,Contacted,2026-01-19,Buyer_0667
LED0668,LST0125,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,1,Muwailih Commercial,Sharjah,1713000.0,PropertyFinder,Qualified,2026-03-27,Buyer_0668
LED0669,LST0059,AGT007,Priya Nair,Hamptons International,Villa,1,Muwailih Commercial,Sharjah,2038000.0,Referral,Qualified,2026-02-14,Buyer_0669
LED0670,LST0145,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,894000.0,PropertyFinder,Lost,2026-03-29,Buyer_0670
LED0671,LST0264,AGT008,Tom Reynolds,Knight Frank,Penthouse,4,Al Majaz,Sharjah,3050000.0,Walk-in,Converted,2026-02-28,Buyer_0671
LED0672,LST0023,AGT004,Raj Patel,Driven Properties,Studio,0,Muwailih Commercial,Sharjah,445000.0,Direct Call,Contacted,2026-04-11,Buyer_0672
LED0673,LST0264,AGT008,Tom Reynolds,Knight Frank,Penthouse,4,Al Majaz,Sharjah,3050000.0,PropertyFinder,New,2026-05-21,Buyer_0673
LED0674,LST0276,AGT001,Sarah Al Mansoori,Betterhomes,Villa,1,Jumeirah Village Circle,Dubai,6849000.0,Walk-in,New,2026-01-23,Buyer_0674
LED0675,LST0034,AGT002,James Mitchell,Espace Real Estate,Apartment,5,Saadiyat Island,Abu Dhabi,1135000.0,Bayut,Contacted,2026-01-08,Buyer_0675
LED0676,LST0218,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,2,Khalifa City,Abu Dhabi,2146000.0,PropertyFinder,Contacted,2026-02-15,Buyer_0676
LED0677,LST0223,AGT010,Carlos Mendez,Savills,Penthouse,0,Business Bay,Dubai,3073000.0,PropertyFinder,Contacted,2026-06-26,Buyer_0677
LED0678,LST0236,AGT002,James Mitchell,Espace Real Estate,Penthouse,3,Saadiyat Island,Abu Dhabi,7201000.0,Direct Call,New,2026-06-10,Buyer_0678
LED0679,LST0038,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Dubai Marina,Dubai,1221000.0,PropertyFinder,Contacted,2026-04-29,Buyer_0679
LED0680,LST0286,AGT002,James Mitchell,Espace Real Estate,Villa,1,Yas Island,Abu Dhabi,6238000.0,PropertyFinder,Lost,2026-05-05,Buyer_0680
LED0681,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,Referral,Converted,2026-03-09,Buyer_0681
LED0682,LST0208,AGT002,James Mitchell,Espace Real Estate,Apartment,3,Downtown Dubai,Dubai,627000.0,Referral,Qualified,2026-06-28,Buyer_0682
LED0683,LST0200,AGT009,Aisha Al Zaabi,CBRE,Apartment,2,Meydan City,Dubai,1176000.0,PropertyFinder,Lost,2026-07-01,Buyer_0683
LED0684,LST0033,AGT008,Tom Reynolds,Knight Frank,Studio,0,Meydan City,Dubai,531000.0,Walk-in,New,2026-01-04,Buyer_0684
LED0685,LST0038,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Dubai Marina,Dubai,1221000.0,Direct Call,Lost,2026-06-05,Buyer_0685
LED0686,LST0149,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,10905000.0,Direct Call,Lost,2026-06-10,Buyer_0686
LED0687,LST0145,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,894000.0,Referral,Converted,2026-03-23,Buyer_0687
LED0688,LST0016,AGT007,Priya Nair,Hamptons International,Studio,0,Al Nahda,Sharjah,1153000.0,Referral,Contacted,2026-02-16,Buyer_0688
LED0689,LST0113,AGT002,James Mitchell,Espace Real Estate,Villa,1,Emirates Hills,Dubai,5904000.0,Bayut,Converted,2026-02-13,Buyer_0689
LED0690,LST0152,AGT002,James Mitchell,Espace Real Estate,Villa,2,Muwailih Commercial,Sharjah,6204000.0,Bayut,Qualified,2026-01-10,Buyer_0690
LED0691,LST0192,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,5015000.0,PropertyFinder,Lost,2026-02-10,Buyer_0691
LED0692,LST0073,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,4,DIFC,Dubai,8406000.0,PropertyFinder,New,2026-07-01,Buyer_0692
LED0693,LST0294,AGT003,Fatima Hassan,Allsopp & Allsopp,Villa,2,Al Reem Island,Abu Dhabi,4700000.0,Walk-in,Converted,2026-02-15,Buyer_0693
LED0694,LST0281,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,DIFC,Dubai,818000.0,PropertyFinder,Qualified,2026-05-10,Buyer_0694
LED0695,LST0177,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Yas Island,Abu Dhabi,996000.0,Bayut,Converted,2026-01-18,Buyer_0695
LED0696,LST0263,AGT001,Sarah Al Mansoori,Betterhomes,Villa,2,Saadiyat Island,Abu Dhabi,7029000.0,Bayut,Contacted,2026-05-16,Buyer_0696
LED0697,LST0114,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Al Majaz,Sharjah,10533000.0,Walk-in,Qualified,2026-05-14,Buyer_0697
LED0698,LST0059,AGT007,Priya Nair,Hamptons International,Villa,1,Muwailih Commercial,Sharjah,2038000.0,Bayut,Lost,2026-06-19,Buyer_0698
LED0699,LST0282,AGT005,Emma Clarke,Dubizzle Property,Townhouse,2,Downtown Dubai,Dubai,2605000.0,Referral,Lost,2026-06-14,Buyer_0699
LED0700,LST0149,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,10905000.0,PropertyFinder,Qualified,2026-06-07,Buyer_0700
LED0701,LST0102,AGT010,Carlos Mendez,Savills,Apartment,0,Jumeirah Village Circle,Dubai,1892000.0,Walk-in,Converted,2026-04-09,Buyer_0701
LED0702,LST0183,AGT010,Carlos Mendez,Savills,Townhouse,3,Muwailih Commercial,Sharjah,3893000.0,Bayut,Contacted,2026-06-07,Buyer_0702
LED0703,LST0146,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Jumeirah Village Circle,Dubai,1181000.0,Walk-in,New,2026-05-14,Buyer_0703
LED0704,LST0163,AGT004,Raj Patel,Driven Properties,Townhouse,5,Muwailih Commercial,Sharjah,1389000.0,Referral,Converted,2026-04-09,Buyer_0704
LED0705,LST0157,AGT007,Priya Nair,Hamptons International,Penthouse,3,Arabian Ranches,Dubai,12390000.0,Walk-in,Contacted,2026-02-08,Buyer_0705
LED0706,LST0291,AGT004,Raj Patel,Driven Properties,Penthouse,4,Al Reem Island,Abu Dhabi,5713000.0,Direct Call,Qualified,2026-03-15,Buyer_0706
LED0707,LST0087,AGT004,Raj Patel,Driven Properties,Villa,3,Palm Jumeirah,Dubai,5756000.0,PropertyFinder,Qualified,2026-04-30,Buyer_0707
LED0708,LST0114,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Al Majaz,Sharjah,10533000.0,Referral,Qualified,2026-04-01,Buyer_0708
LED0709,LST0069,AGT005,Emma Clarke,Dubizzle Property,Villa,0,Al Maryah Island,Abu Dhabi,5840000.0,Direct Call,Converted,2026-03-06,Buyer_0709
LED0710,LST0229,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,0,Meydan City,Dubai,7149000.0,Direct Call,Qualified,2026-02-28,Buyer_0710
LED0711,LST0283,AGT008,Tom Reynolds,Knight Frank,Townhouse,0,JBR,Dubai,3566000.0,PropertyFinder,Contacted,2026-01-18,Buyer_0711
LED0712,LST0042,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Dubai Marina,Dubai,358000.0,Direct Call,Contacted,2026-02-15,Buyer_0712
LED0713,LST0101,AGT010,Carlos Mendez,Savills,Studio,0,Saadiyat Island,Abu Dhabi,1216000.0,Direct Call,New,2026-06-13,Buyer_0713
LED0714,LST0010,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,1,Al Reem Island,Abu Dhabi,6517000.0,Walk-in,New,2026-02-04,Buyer_0714
LED0715,LST0297,AGT008,Tom Reynolds,Knight Frank,Penthouse,4,Jumeirah Village Circle,Dubai,6903000.0,Referral,Lost,2026-05-09,Buyer_0715
LED0716,LST0019,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,1223000.0,Walk-in,Qualified,2026-02-13,Buyer_0716
LED0717,LST0277,AGT009,Aisha Al Zaabi,CBRE,Penthouse,3,Al Maryah Island,Abu Dhabi,5406000.0,Referral,Contacted,2026-03-31,Buyer_0717
LED0718,LST0201,AGT007,Priya Nair,Hamptons International,Penthouse,5,JBR,Dubai,4026000.0,Bayut,Lost,2026-04-19,Buyer_0718
LED0719,LST0069,AGT005,Emma Clarke,Dubizzle Property,Villa,0,Al Maryah Island,Abu Dhabi,5840000.0,Referral,Lost,2026-02-22,Buyer_0719
LED0720,LST0047,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Muwailih Commercial,Sharjah,601000.0,Referral,Qualified,2026-02-24,Buyer_0720
LED0721,LST0006,AGT002,James Mitchell,Espace Real Estate,Penthouse,2,Downtown Dubai,Dubai,11051000.0,Bayut,Lost,2026-01-08,Buyer_0721
LED0722,LST0085,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,895000.0,Walk-in,Contacted,2026-03-10,Buyer_0722
LED0723,LST0082,AGT008,Tom Reynolds,Knight Frank,Villa,5,JBR,Dubai,4827000.0,Bayut,Lost,2026-02-08,Buyer_0723
LED0724,LST0075,AGT008,Tom Reynolds,Knight Frank,Townhouse,3,Muwailih Commercial,Sharjah,2592000.0,Referral,Qualified,2026-06-22,Buyer_0724
LED0725,LST0113,AGT002,James Mitchell,Espace Real Estate,Villa,1,Emirates Hills,Dubai,5904000.0,Referral,Contacted,2026-06-16,Buyer_0725
LED0726,LST0136,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Maryah Island,Abu Dhabi,716000.0,Direct Call,Contacted,2026-06-22,Buyer_0726
LED0727,LST0106,AGT001,Sarah Al Mansoori,Betterhomes,Townhouse,3,Muwailih Commercial,Sharjah,3892000.0,Walk-in,Qualified,2026-03-25,Buyer_0727
LED0728,LST0241,AGT001,Sarah Al Mansoori,Betterhomes,Villa,3,Al Maryah Island,Abu Dhabi,2390000.0,Referral,New,2026-06-22,Buyer_0728
LED0729,LST0166,AGT010,Carlos Mendez,Savills,Penthouse,5,Emirates Hills,Dubai,10529000.0,PropertyFinder,Lost,2026-01-21,Buyer_0729
LED0730,LST0141,AGT007,Priya Nair,Hamptons International,Townhouse,2,JBR,Dubai,2178000.0,Direct Call,Lost,2026-02-13,Buyer_0730
LED0731,LST0292,AGT002,James Mitchell,Espace Real Estate,Villa,3,Downtown Dubai,Dubai,2784000.0,Bayut,Converted,2026-01-16,Buyer_0731
LED0732,LST0194,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,857000.0,Direct Call,Lost,2026-01-16,Buyer_0732
LED0733,LST0040,AGT007,Priya Nair,Hamptons International,Apartment,2,DIFC,Dubai,1888000.0,Walk-in,Qualified,2026-03-28,Buyer_0733
LED0734,LST0115,AGT004,Raj Patel,Driven Properties,Penthouse,2,Saadiyat Island,Abu Dhabi,9308000.0,Walk-in,Converted,2026-04-03,Buyer_0734
LED0735,LST0177,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Yas Island,Abu Dhabi,996000.0,Referral,Converted,2026-01-29,Buyer_0735
LED0736,LST0004,AGT004,Raj Patel,Driven Properties,Penthouse,3,Emirates Hills,Dubai,8598000.0,Walk-in,Contacted,2026-03-12,Buyer_0736
LED0737,LST0085,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,895000.0,Bayut,New,2026-02-21,Buyer_0737
LED0738,LST0144,AGT009,Aisha Al Zaabi,CBRE,Apartment,3,Al Maryah Island,Abu Dhabi,1108000.0,Bayut,Contacted,2026-05-16,Buyer_0738
LED0739,LST0081,AGT009,Aisha Al Zaabi,CBRE,Villa,3,Saadiyat Island,Abu Dhabi,2086000.0,Direct Call,Lost,2026-06-02,Buyer_0739
LED0740,LST0118,AGT002,James Mitchell,Espace Real Estate,Townhouse,5,Al Majaz,Sharjah,2913000.0,Referral,Qualified,2026-06-03,Buyer_0740
LED0741,LST0247,AGT005,Emma Clarke,Dubizzle Property,Townhouse,5,Al Majaz,Sharjah,3469000.0,Referral,Converted,2026-05-10,Buyer_0741
LED0742,LST0083,AGT010,Carlos Mendez,Savills,Penthouse,5,Al Nahda,Sharjah,11474000.0,Referral,New,2026-05-01,Buyer_0742
LED0743,LST0023,AGT004,Raj Patel,Driven Properties,Studio,0,Muwailih Commercial,Sharjah,445000.0,Bayut,Lost,2026-02-01,Buyer_0743
LED0744,LST0083,AGT010,Carlos Mendez,Savills,Penthouse,5,Al Nahda,Sharjah,11474000.0,Bayut,Lost,2026-06-22,Buyer_0744
LED0745,LST0294,AGT003,Fatima Hassan,Allsopp & Allsopp,Villa,2,Al Reem Island,Abu Dhabi,4700000.0,Bayut,New,2026-05-21,Buyer_0745
LED0746,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,Bayut,Lost,2026-03-21,Buyer_0746
LED0747,LST0289,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,Khalifa City,Abu Dhabi,4365000.0,PropertyFinder,Qualified,2026-06-11,Buyer_0747
LED0748,LST0111,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,1,Yas Island,Abu Dhabi,7632000.0,Referral,Lost,2026-03-04,Buyer_0748
LED0749,LST0247,AGT005,Emma Clarke,Dubizzle Property,Townhouse,5,Al Majaz,Sharjah,3469000.0,Bayut,Contacted,2026-03-19,Buyer_0749
LED0750,LST0074,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,Al Majaz,Sharjah,2550000.0,Walk-in,Contacted,2026-01-24,Buyer_0750
LED0751,LST0262,AGT006,Mohammed Al Rashid,Provident Estate,Apartment,0,Saadiyat Island,Abu Dhabi,1756000.0,Direct Call,Contacted,2026-01-08,Buyer_0751
LED0752,LST0176,AGT002,James Mitchell,Espace Real Estate,Villa,5,Muwailih Commercial,Sharjah,5484000.0,Referral,Lost,2026-02-01,Buyer_0752
LED0753,LST0036,AGT004,Raj Patel,Driven Properties,Villa,4,Business Bay,Dubai,4357000.0,Bayut,Converted,2026-03-26,Buyer_0753
LED0754,LST0068,AGT007,Priya Nair,Hamptons International,Townhouse,4,Al Reem Island,Abu Dhabi,4446000.0,PropertyFinder,New,2026-05-12,Buyer_0754
LED0755,LST0268,AGT009,Aisha Al Zaabi,CBRE,Apartment,4,Muwailih Commercial,Sharjah,848000.0,Walk-in,Converted,2026-05-25,Buyer_0755
LED0756,LST0050,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,781000.0,Bayut,Converted,2026-01-26,Buyer_0756
LED0757,LST0020,AGT009,Aisha Al Zaabi,CBRE,Apartment,2,Muwailih Commercial,Sharjah,1648000.0,Walk-in,Lost,2026-06-02,Buyer_0757
LED0758,LST0048,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Arabian Ranches,Dubai,2546000.0,Referral,Contacted,2026-01-29,Buyer_0758
LED0759,LST0277,AGT009,Aisha Al Zaabi,CBRE,Penthouse,3,Al Maryah Island,Abu Dhabi,5406000.0,PropertyFinder,Converted,2026-02-19,Buyer_0759
LED0760,LST0216,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,1,Al Reem Island,Abu Dhabi,1341000.0,Direct Call,New,2026-01-05,Buyer_0760
LED0761,LST0272,AGT005,Emma Clarke,Dubizzle Property,Townhouse,5,DIFC,Dubai,1136000.0,Referral,Contacted,2026-03-01,Buyer_0761
LED0762,LST0196,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,0,Emirates Hills,Dubai,3341000.0,Direct Call,Lost,2026-01-05,Buyer_0762
LED0763,LST0295,AGT008,Tom Reynolds,Knight Frank,Villa,0,Palm Jumeirah,Dubai,3857000.0,PropertyFinder,Converted,2026-05-29,Buyer_0763
LED0764,LST0131,AGT005,Emma Clarke,Dubizzle Property,Villa,5,Yas Island,Abu Dhabi,3411000.0,Referral,Contacted,2026-06-11,Buyer_0764
LED0765,LST0146,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Jumeirah Village Circle,Dubai,1181000.0,Walk-in,Lost,2026-03-20,Buyer_0765
LED0766,LST0132,AGT010,Carlos Mendez,Savills,Townhouse,5,Business Bay,Dubai,3829000.0,Bayut,New,2026-07-01,Buyer_0766
LED0767,LST0296,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Khalifa City,Abu Dhabi,881000.0,Walk-in,New,2026-02-19,Buyer_0767
LED0768,LST0004,AGT004,Raj Patel,Driven Properties,Penthouse,3,Emirates Hills,Dubai,8598000.0,Referral,Contacted,2026-01-07,Buyer_0768
LED0769,LST0162,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Al Nahda,Sharjah,887000.0,Referral,Qualified,2026-06-05,Buyer_0769
LED0770,LST0080,AGT003,Fatima Hassan,Allsopp & Allsopp,Villa,5,Khalifa City,Abu Dhabi,5719000.0,Referral,Lost,2026-04-29,Buyer_0770
LED0771,LST0134,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Downtown Dubai,Dubai,1384000.0,Walk-in,Converted,2026-02-08,Buyer_0771
LED0772,LST0188,AGT010,Carlos Mendez,Savills,Penthouse,5,Al Maryah Island,Abu Dhabi,9903000.0,Walk-in,Qualified,2026-01-09,Buyer_0772
LED0773,LST0204,AGT008,Tom Reynolds,Knight Frank,Townhouse,4,Muwailih Commercial,Sharjah,3151000.0,Bayut,Converted,2026-02-11,Buyer_0773
LED0774,LST0286,AGT002,James Mitchell,Espace Real Estate,Villa,1,Yas Island,Abu Dhabi,6238000.0,Referral,Contacted,2026-03-30,Buyer_0774
LED0775,LST0287,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Khalifa City,Abu Dhabi,875000.0,Walk-in,Converted,2026-04-29,Buyer_0775
LED0776,LST0158,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,4,JBR,Dubai,1947000.0,Walk-in,Qualified,2026-01-03,Buyer_0776
LED0777,LST0204,AGT008,Tom Reynolds,Knight Frank,Townhouse,4,Muwailih Commercial,Sharjah,3151000.0,Bayut,New,2026-05-05,Buyer_0777
LED0778,LST0229,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,0,Meydan City,Dubai,7149000.0,Bayut,New,2026-05-09,Buyer_0778
LED0779,LST0261,AGT009,Aisha Al Zaabi,CBRE,Penthouse,2,Yas Island,Abu Dhabi,5240000.0,Referral,Qualified,2026-02-12,Buyer_0779
LED0780,LST0027,AGT009,Aisha Al Zaabi,CBRE,Townhouse,4,Al Majaz,Sharjah,2527000.0,Bayut,Converted,2026-01-21,Buyer_0780
LED0781,LST0003,AGT004,Raj Patel,Driven Properties,Villa,4,Downtown Dubai,Dubai,5232000.0,PropertyFinder,Contacted,2026-03-04,Buyer_0781
LED0782,LST0223,AGT010,Carlos Mendez,Savills,Penthouse,0,Business Bay,Dubai,3073000.0,PropertyFinder,New,2026-04-26,Buyer_0782
LED0783,LST0114,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Al Majaz,Sharjah,10533000.0,Direct Call,New,2026-01-28,Buyer_0783
LED0784,LST0020,AGT009,Aisha Al Zaabi,CBRE,Apartment,2,Muwailih Commercial,Sharjah,1648000.0,Referral,Converted,2026-01-26,Buyer_0784
LED0785,LST0267,AGT008,Tom Reynolds,Knight Frank,Studio,0,DIFC,Dubai,360000.0,Direct Call,Lost,2026-06-18,Buyer_0785
LED0786,LST0090,AGT001,Sarah Al Mansoori,Betterhomes,Penthouse,2,Al Nahda,Sharjah,5837000.0,Referral,Converted,2026-06-30,Buyer_0786
LED0787,LST0104,AGT010,Carlos Mendez,Savills,Townhouse,0,Downtown Dubai,Dubai,3803000.0,Walk-in,Qualified,2026-05-14,Buyer_0787
LED0788,LST0018,AGT007,Priya Nair,Hamptons International,Villa,4,Palm Jumeirah,Dubai,2162000.0,Walk-in,Lost,2026-02-20,Buyer_0788
LED0789,LST0119,AGT008,Tom Reynolds,Knight Frank,Villa,2,Business Bay,Dubai,5930000.0,Walk-in,Contacted,2026-01-11,Buyer_0789
LED0790,LST0019,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,1223000.0,Direct Call,Contacted,2026-01-16,Buyer_0790
LED0791,LST0001,AGT005,Emma Clarke,Dubizzle Property,Apartment,1,Al Majaz,Sharjah,819000.0,Bayut,New,2026-04-23,Buyer_0791
LED0792,LST0205,AGT004,Raj Patel,Driven Properties,Studio,0,Al Majaz,Sharjah,709000.0,Direct Call,Converted,2026-03-21,Buyer_0792
LED0793,LST0103,AGT004,Raj Patel,Driven Properties,Penthouse,0,Al Nahda,Sharjah,8625000.0,Walk-in,New,2026-01-03,Buyer_0793
LED0794,LST0036,AGT004,Raj Patel,Driven Properties,Villa,4,Business Bay,Dubai,4357000.0,PropertyFinder,Lost,2026-04-21,Buyer_0794
LED0795,LST0287,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Khalifa City,Abu Dhabi,875000.0,Walk-in,Qualified,2026-04-05,Buyer_0795
LED0796,LST0142,AGT008,Tom Reynolds,Knight Frank,Penthouse,2,Arabian Ranches,Dubai,9295000.0,Bayut,Lost,2026-05-14,Buyer_0796
LED0797,LST0233,AGT002,James Mitchell,Espace Real Estate,Villa,1,Saadiyat Island,Abu Dhabi,3259000.0,Referral,Lost,2026-07-01,Buyer_0797
LED0798,LST0134,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Downtown Dubai,Dubai,1384000.0,Bayut,Converted,2026-02-23,Buyer_0798
LED0799,LST0055,AGT009,Aisha Al Zaabi,CBRE,Townhouse,3,Muwailih Commercial,Sharjah,1939000.0,Walk-in,New,2026-02-24,Buyer_0799
LED0800,LST0151,AGT009,Aisha Al Zaabi,CBRE,Penthouse,1,Saadiyat Island,Abu Dhabi,6644000.0,Direct Call,New,2026-02-21,Buyer_0800
